Name,Name Stripped,FoundryId,Type,Origin,Search,HammergenId,Mapped,Note
Regenerate,regenerate,4NQUrs2PUNpYxlWs,spell,foundry,regenerate,5f95b55db88c85718ee2282d,TRUE,
Rot,rot,Wz1bb0g1mklJHfft,spell,foundry,rot,5f943294cfc445903fad399f,TRUE,
Sanctify,sanctify,0HjjloXfVly8tZ4E,spell,foundry,sanctify,5f94a28c462037beb9a18ad2,TRUE,
Screaming Skull,screamingskull,HqInHmOviuLqymdm,spell,foundry,screamingskull,5f96ca8b9ab7ceffe01f6db8,TRUE,
Scythe of Shyish,scytheofshyish,SQJQrAsAKc2Icatv,spell,foundry,scytheofshyish,5f94a304b0a15c191b9db38e,TRUE,
Shadowsteed,shadowsteed,1ndRohs7YMmV2OHh,spell,foundry,shadowsteed,5f95f3fdd1e7dea805a6bdb4,TRUE,
Shadowstep,shadowstep,VFWBB9zlwCe5J9EZ,spell,foundry,shadowstep,5f95f460d1e7dea805a6bdb5,TRUE,
Shock,shock,hKFeMAsntzXscIGy,spell,foundry,shock,5f94340988af9b12a1ea0a63,TRUE,
Shroud of Invisibility,shroudofinvisibility,2ccKksxXFIMD2YLs,spell,foundry,shroudofinvisibility,5f95f4e0d1e7dea805a6bdb6,TRUE,
Sleep,sleep,4ePe5oNQakA8nJlk,spell,foundry,sleep,5f94333c88af9b12a1ea0a62,TRUE,
Sly Hands,slyhands,BMnu4XfgsSqVnCB8,spell,foundry,slyhands,5f94345488af9b12a1ea0a64,TRUE,
Soul Vortex,soulvortex,eJPjVeW9UEH891rm,spell,foundry,soulvortex,5f94a390f8783bb63fafc8f9,TRUE,
Sounds,sounds,lghYQXa227Sf8ofT,spell,foundry,sounds,5f9434becfc445903fad39a1,TRUE,
Speed of Thought,speedofthought,OB05oGoSZDzNYLjW,spell,foundry,speedofthought,5f95ea8fd1e7dea805a6bdb3,TRUE,
Spring,spring,XnNAe4R8hSXY5IsS,spell,foundry,spring,5f94339acfc445903fad39a0,TRUE,
Starcrossed,starcrossed,XXEIfkXpNxpfkamo,spell,foundry,starcrossed,5f957c376344679256ee7169,TRUE,
Steal Life,steallife,ifjDVtgGEh787p20,spell,foundry,steallife,5f94a41db0a15c191b9db38f,TRUE,
Stream of Corruption,streamofcorruption,XhyZ140R1iA1J7wZ,spell,foundry,streamofcorruption,5f96cb965b89efa8e3cd1682,TRUE,
Swift Passing,swiftpassing,fWZxupuKCC2rZ2g7,spell,foundry,swiftpassing,5f94a482b0a15c191b9db390,TRUE,
T'Essla's Arc,tesslasarc,r3BgUFaaCzsLIUDi,spell,foundry,tesslasarc,5f957c80491738fe840af969,TRUE,
Teleport,teleport,CVam8L1cNsnxZHRR,spell,foundry,teleport,5f9482af9a20e218439ce278,TRUE,
Teleport (Beasts),teleportbeasts,4mUZ6UbD79OwrjqX,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Teleport (Daemonology),teleportdaemonology,xyCPobJtYNSpYtr6,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Teleport (Death),teleportdeath,vwphk8DwbBkUABDZ,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Teleport (Fire),teleportfire,uej1rqpQSyzK9wRT,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Teleport (Heavens),teleportheavens,AwRVLEJZCLwPJKy2,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Teleport (Hedgecraft),teleporthedgecraft,tvErDOxKczBFsWEg,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Teleport (Life),teleportlife,4jNBpvM21vnZgUFw,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Teleport (Light),teleportlight,lniqTi6PlyCuLji6,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Teleport (Metal),teleportmetal,SJNRH1G9RJJftD5g,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Teleport (Necromancy),teleportnecromancy,HZh2wueRro8Ks3yF,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Teleport (Shadow),teleportshadow,6GaqchV2dL60Xfsm,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Teleport (Witchcraft),teleportwitchcraft,glZHSQzFnF9qXAwf,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying,terrifying,J0wUSVSnos7fBprP,spell,foundry,terrifying,5f9482fa9a20e218439ce279,TRUE,
Terrifying (Beasts),terrifyingbeasts,o1FW2B7PwFhcT53j,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying (Daemonology),terrifyingdaemonology,Iz88EUCTmIYQXOY9,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying (Death),terrifyingdeath,0IzOYTDhNWrgHoXJ,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying (Fire),terrifyingfire,5BZJbIORcBTnHCKL,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying (Heavens),terrifyingheavens,N1aBnhPpQUu0Bkuh,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying (Hedgecraft),terrifyinghedgecraft,zYJQIjWT22jU76w2,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying (Life),terrifyinglife,rtnNRlwNbYst1gZz,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying (Light),terrifyinglight,IuKAeoZqCEAC9NtH,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying (Metal),terrifyingmetal,fHYVckKx4fnqz75K,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying (Necromancy),terrifyingnecromancy,SfYwurel0h4mLYV0,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying (Shadow),terrifyingshadow,cSmcBYrwV385Tgbt,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Terrifying (Witchcraft),terrifyingwitchcraft,OkrKY1720QEIXikD,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
The Amber Spear,theamberspear,LTUC1fqIuuGSUaQ1,spell,foundry,theamberspear,5f949cca462037beb9a18ad0,TRUE,
The Evil Eye,theevileye,CnydL8p3PVAuF98w,spell,foundry,theevileye,5f96be4b9ab7ceffe01f6db5,TRUE,
The First Portent of Amul,thefirstportentofamul,04Qv4t0qMMZIUhRw,spell,foundry,thefirstportentofamul,5f957cde491738fe840af96a,TRUE,
The Second Portent of Amul,thesecondportentofamul,xPTG5wLvHULLEM2p,spell,foundry,thesecondportentofamul,5f957d20b43ad7465e4b1a39,TRUE,
The Third Portent of Amul,thethirdportentofamul,uIamxlmA6SWAa3YR,spell,foundry,thethirdportentofamul,5f957d586344679256ee716a,TRUE,
Transmutation of Chamon,transmutationofchamon,oZV3ImfM1kxQUCSD,spell,foundry,transmutationofchamon,5f958945491738fe840af96c,TRUE,
Treason of Tzeentch,treasonoftzeentch,xhGjRScyU149nK3i,spell,foundry,treasonoftzeentch,5f96cc8847e5138b3d538dea,TRUE,
Twitch,twitch,u0ykDg71xyZWSxn6,spell,foundry,twitch,5f94352088af9b12a1ea0a65,TRUE,
Vanhel's Call,vanhelscall,foqexF06lguqPFK6,spell,foundry,vanhelscall,5f96cb205b89efa8e3cd1681,TRUE,
Ward,ward,LOEdFN7fP0JHuGoE,spell,foundry,ward,5f94832d9a20e218439ce27a,TRUE,
Ward (Beasts),wardbeasts,U9eqCSFiwY04tN1F,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Ward (Daemonology),warddaemonology,W8VbsItRrBVRg9kg,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Ward (Death),warddeath,4iSZ7vop0NVz8xih,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Ward (Fire),wardfire,UZux81S2ZnD9sx6U,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Ward (Heavens),wardheavens,uaCXMXoY3UaJ26ne,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Ward (Hedgecraft),wardhedgecraft,koVVkI2BkuFI1O4t,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Ward (Life),wardlife,mRQTe8QOSt7MEwa0,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Ward (Light),wardlight,SGREGarfzIreXelO,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Ward (Metal),wardmetal,JvK9jnniMihpDuDX,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Ward (Necromancy),wardnecromancy,ondTnKp6pE0s0bDD,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Ward (Shadow),wardshadow,aCDDeeYF24waaPgT,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Ward (Witchcraft),wardwitchcraft,grTWA31QrNEIN1DB,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Warning,warning,PbCD8mjAKQSnxAe6,spell,foundry,warning,5f94354dcfc445903fad39a2,TRUE,
Wyssan’s Wildform,wyssanswildform,trieNRiCCulTerPb,spell,foundry,wyssanswildform,5f949d91b0a15c191b9db38b,TRUE,
Accurate Shot,accurateshot,XIcDsaW4D8wScezw,talent,foundry,accurateshot,5cac67c0b56ded2b4cbcad1f,TRUE,
Acute Sense,acutesense,9h82z72XGo9tfgQS,talent,foundry,acutesense,5cac6e6325ce892b4c4a91a9,TRUE,
Aethyric Attunement,aethyricattunement,1IZWRr7BYOIcqPlQ,talent,foundry,aethyricattunement,5d128f7d885e20745c066d5a,TRUE,
Alley Cat,alleycat,wBhPFggGqIXwbx1r,talent,foundry,alleycat,5ce9cf59179ba450886fba83,TRUE,
Ambidextrous,ambidextrous,IFKWu98qmWpaSfUi,talent,foundry,ambidextrous,5ce6f11b9eaf2a1e6c0a5cbf,TRUE,
Animal Affinity,animalaffinity,9fq6p9Q6H02LjaSi,talent,foundry,animalaffinity,5ceb053217a52337d0e46300,TRUE,
Arcane Magic,arcanemagic,3O9clK7LGyuLTHPW,talent,foundry,arcanemagic,5d1267baa5009175446b7000,TRUE,
Argumentative,argumentative,41JhsSNW1Ttza3JK,talent,foundry,argumentative,5d0eafeac773f26d50fcc958,TRUE,
Artistic,artistic,2eq8Ejotk54AZYwX,talent,foundry,artistic,5ceb25235e89305300c4bdbc,TRUE,
Attractive,attractive,6l3jvIAvrKxt0lA9,talent,foundry,attractive,5ceb25a45e89305300c4bdbd,TRUE,
Battle Rage,battlerage,FtjMeeGEO4YuGIBv,talent,foundry,battlerage,5d18d381cce7347958f03026,TRUE,
Beat Blade,beatblade,L1MoarOIAlia1Ti4,talent,foundry,beatblade,5ce4733c099f0c36546bdde2,TRUE,
Beneath Notice,beneathnotice,5KP9sOoLSGvj9EXp,talent,foundry,beneathnotice,5cfab63b6cae6e5698164c48,TRUE,
Berserk Charge,berserkcharge,oRx92ByVNEBN6YkK,talent,foundry,berserkcharge,5d18c7017209656444284f53,TRUE,
Blather,blather,77p3QRKgFWakkndF,talent,foundry,blather,5ce1184c0f123f1f14a4cc68,TRUE,
Bless,bless,QyjWtSdnVMT04l5Y,talent,foundry,bless,5d168156339d63247c167c6d,TRUE,
Bookish,bookish,zv3IyoU2wkPZu8pD,talent,foundry,bookish,5caddbe1a48cc24ecc4eca92,TRUE,
Break and Enter,breakandenter,wrpVYmdiIy1jPulc,talent,foundry,breakandenter,5ce9d0c1179ba450886fba86,TRUE,
Briber,briber,34EBUkHQkrqF1sq7,talent,foundry,briber,5ce1b92584577f3a58e9b5d4,TRUE,
Cardsharp,cardsharp,Yiw5h1Kj4B2WLlfm,talent,foundry,cardsharp,5d1875bd23353e73dca2ec5a,TRUE,
Careful Strike,carefulstrike,GU1KpgY3MeFIaDaq,talent,foundry,carefulstrike,5d0f365ea6b5ad5d006b21ee,TRUE,
Carouser,carouser,hTgrGkWnmIR4xhVe,talent,foundry,carouser,5cec2eec488ae64fb84c0484,TRUE,
Cat-tongued,cattongued,LzgxyMknSHjSkkeQ,talent,foundry,cattongued,5ce1bb6584577f3a58e9b5d6,TRUE,
Catfall,catfall,g4Q6AtzZuo5iIvD4,talent,foundry,catfall,5ce9e1f70573c70904e29440,TRUE,
Chaos Magic,chaosmagic,hiU7vhBOVpVI8c7C,talent,foundry,chaosmagic,642c4290ba6680a279153525,TRUE,
Combat Aware,combataware,0LdHytqyNmg2pcAX,talent,foundry,combataware,5cea588b0bf34d4a646aa974,TRUE,
Combat Master,combatmaster,NDetl9BhAQBVnHKf,talent,foundry,combatmaster,5ce8211db51ee94b1c1dd824,TRUE,
Combat Reflexes,combatreflexes,tXKX29QZBdHmyMc7,talent,foundry,combatreflexes,5ce6edd39eaf2a1e6c0a5cbc,TRUE,
Commanding Presence,commandingpresence,x8g3U68oi8XzWiYr,talent,foundry,commandingpresence,5ce9bbcac831083940ff584f,TRUE,
Concoct,concoct,wXcJWxJdw0ib5b8W,talent,foundry,concoct,5cadc98d828dc9389cc7b163,TRUE,
Contortionist,contortionist,TaYriYcJkFuIdBKp,talent,foundry,contortionist,5d18c42e7209656444284f4f,TRUE,
Coolheaded,coolheaded,JLzJws09GMw9GWBV,talent,foundry,coolheaded,5caddf31a48cc24ecc4eca9c,TRUE,
Crack the Whip,crackthewhip,edsenrEYTLOtpa6b,talent,foundry,crackthewhip,5cea59420bf34d4a646aa975,TRUE,
Craftsman,craftsman,GRRN3XAKIpEVCY7z,talent,foundry,craftsman,5cadc9cc828dc9389cc7b164,TRUE,
Criminal,criminal,r180vP86SlwyJc8W,talent,foundry,criminal,5cadd21e828dc9389cc7b16f,TRUE,
Deadeye Shot,deadeyeshot,jLJzZb4keVvE0qRv,talent,foundry,deadeyeshot,5ce86238e0055a4d2822cb2c,TRUE,
Dealmaker,dealmaker,epPBu7x6BRWp2PHG,talent,foundry,dealmaker,5cadd28c828dc9389cc7b170,TRUE,
Detect Artefact,detectartefact,g3y373FnWJEAxgEB,talent,foundry,detectartefact,5d18977823353e73dca2ec79,TRUE,
Diceman,diceman,cAxNctMFWIAjDgV3,talent,foundry,diceman,5d0fc6a0ff5ffa6a34fd1589,TRUE,
Dirty Fighting,dirtyfighting,2Nzqsc9aclP6rpnl,talent,foundry,dirtyfighting,5d0677a148a38f3b4c12ef5b,TRUE,
Disarm,disarm,DS44h27iCOvUBa4O,talent,foundry,disarm,5ce813fe0cbaa7441c5b994e,TRUE,
Distract,distract,MoiYSfJRPHu7SZCQ,talent,foundry,distract,5ce474c7099f0c36546bdde3,TRUE,
Doomed,doomed,fn8QNQQ1S2rh12Us,talent,foundry,doomed,5ceaa1acba626c52981c27a5,TRUE,
Drilled,drilled,J9MK0AIaTbvd5oF6,talent,foundry,drilled,5d0fef0b8332bf4c94ed6e9f,TRUE,
Dual Wielder,dualwielder,URwIDtInCsxOoGqM,talent,foundry,dualwielder,5ce816dc0cbaa7441c5b994f,TRUE,
Embezzle,embezzle,HIofcsDLjXGKzSZf,talent,foundry,embezzle,5ce1ba8a84577f3a58e9b5d5,TRUE,
Enclosed Fighter,enclosedfighter,VscjNv6RzHFb9CQp,talent,foundry,enclosedfighter,5d0ff01a8332bf4c94ed6ea0,TRUE,
Etiquette,etiquette,sYbgpSnRqSZWgwFP,talent,foundry,etiquette,5cadca84828dc9389cc7b166,TRUE,
Fast Hands,fasthands,9sMAf0xmehjEmUao,talent,foundry,fasthands,5ce9d216179ba450886fba88,TRUE,
Fast Shot,fastshot,5eDd6iFeR9G6cCfz,talent,foundry,fastshot,5ce6ef879eaf2a1e6c0a5cbd,TRUE,
Fearless,fearless,8pVzgPkgWpTJvfhG,talent,foundry,fearless,5ce8659ce0055a4d2822cb2d,TRUE,
Feint,feint,0pXva9EODy9bngQX,talent,foundry,feint,5ce6eaa19eaf2a1e6c0a5cba,TRUE,
Field Dressing,fielddressing,fEFAMNqh8nJIfBkM,talent,foundry,fielddressing,5d16868a339d63247c167c78,TRUE,
Fisherman,fisherman,1kgHcImgfyKI1IYp,talent,foundry,fisherman,5ce9b28bc831083940ff5849,TRUE,
Flagellant,flagellant,Gs10qhA4CDmZyb1g,talent,foundry,flagellant,5d18d2eecce7347958f03025,TRUE,
Flee!,flee,jrFIFLhyOYwcyMUl,talent,foundry,flee,5ce9cf95179ba450886fba84,TRUE,
Fleet Footed,fleetfooted,E3vTSCzgrasNijUO,talent,foundry,fleetfooted,5d17eb396dcd9568649b11da,TRUE,
Frenzy,frenzy,hXcfygzujgyMN1uI,talent,foundry,frenzy,5d18c8a97209656444284f54,TRUE,
Frightening,frightening,mqo51ORnxijcqNNu,talent,foundry,frightening,5ce96e19fa0e2a2ae876c4f1,TRUE,
Furious Assault,furiousassault,BlHVzfs0Ow6IYEDw,talent,foundry,furiousassault,5d069f06bbde575820bf30a2,TRUE,
Gregarious,gregarious,8lSoPDGrmeTIaapm,talent,foundry,gregarious,5cec2f68488ae64fb84c0485,TRUE,
Gunner,gunner,0ep8BNMiZGVLTHpr,talent,foundry,gunner,5ce9b1fac831083940ff5848,TRUE,
Hardy,hardy,zImcTgEl2XNnbu5W,talent,foundry,hardy,5ce855d206ad2230542604e4,TRUE,
Hatred,hatred,E98mVLZgE8bX5vQW,talent,foundry,hatred,5ce9b8e7c831083940ff584b,TRUE,
Holy Hatred,holyhatred,RyxOZqcBNZ7Zw721,talent,foundry,holyhatred,5d18f932eeb0ed74f060f696,TRUE,
Holy Visions,holyvisions,Nj3tC8A5fZ3zEdMR,talent,foundry,holyvisions,5d16870b339d63247c167c79,TRUE,
Hunter's Eye,hunterseye,bxbTiLzbaz4vdukT,talent,foundry,hunterseye,5ce8618fe0055a4d2822cb2a,TRUE,
Impassioned Zeal,impassionedzeal,oGbDwnLOn3isPJpO,talent,foundry,impassionedzeal,5d0eb12dc773f26d50fcc95a,TRUE,
Implacable,implacable,xx8SgdWYEjKct7ym,talent,foundry,implacable,5d069f90bbde575820bf30a3,TRUE,
In-fighter,infighter,tX9R9rSYm2YyEnOK,talent,foundry,infighter,5d0691d64c58df585c1bc30e,TRUE,
Inspiring,inspiring,WCXnFSV4WOSmzzc4,talent,foundry,inspiring,5f93527b5042d9bbac90715d,TRUE,
Instinctive Diction,instinctivediction,BYChSVfMG004eflQ,talent,foundry,instinctivediction,5d128bbf885e20745c066d57,TRUE,
Invoke,invoke,voV0C2ar1bKpcpnH,talent,foundry,invoke,5d1689f4339d63247c167c7a,TRUE,
Iron Jaw,ironjaw,UaDGF5MBFBwPq5YU,talent,foundry,ironjaw,5d0692cf4c58df585c1bc30f,TRUE,
Iron Will,ironwill,mgeiaDZXei7JBEgo,talent,foundry,ironwill,5ce1bcde84577f3a58e9b5d9,TRUE,
Jump Up,jumpup,BIaLeh4CPFaTMbFz,talent,foundry,jumpup,5d0fc920ff5ffa6a34fd158b,TRUE,
Kingpin,kingpin,RbnrfHf7GSQap0ig,talent,foundry,kingpin,5ce9bc04c831083940ff5850,TRUE,
Lightning Reflexes,lightningreflexes,BbStIySkF1hDM2zq,talent,foundry,lightningreflexes,5cea597d0bf34d4a646aa976,TRUE,
Linguistics,linguistics,726gbrANZt8OqXr5,talent,foundry,linguistics,5ceb284b5e89305300c4bdbe,TRUE,
Lip Reading,lipreading,OXfa9uwG36syzaix,talent,foundry,lipreading,5cec3001488ae64fb84c0486,TRUE,
Luck,luck,u0CFf3xwiyidD9T5,talent,foundry,luck,5ce1bd7184577f3a58e9b5da,TRUE,
Magic Resistance,magicresistance,eowbsW6oHGSNJmxV,talent,foundry,magicresistance,5ceaa110ba626c52981c27a4,TRUE,
Magical Sense,magicalsense,6w30u0VPsAicrqb5,talent,foundry,magicalsense,5ce97cea1140dc340416969d,TRUE,
Magnum Opus,magnumopus,QdvY9hoDTbr12jXq,talent,foundry,magnumopus,5cf98269c611a9288474f5ca,TRUE,
Marksman,marksman,5lcttqGToT54WFrl,talent,foundry,marksman,5ce861e0e0055a4d2822cb2b,TRUE,
Master of Disguise,masterofdisguise,WoXShzaYkV5F6c48,talent,foundry,masterofdisguise,5cec35d90921e637eca76a08,TRUE,
Master Orator,masterorator,ZWcTbeK8i9vKph2a,talent,foundry,masterorator,5d0f2d26a6b5ad5d006b21e6,TRUE,
Master Tradesman,mastertradesman,GHmXS9zGNx3PWYZc,talent,foundry,mastertradesman,5caddc1ba48cc24ecc4eca93,TRUE,
Menacing,menacing,0hn6UaKq8CoZP2zD,talent,foundry,menacing,5ce82181b51ee94b1c1dd825,TRUE,
Mimic,mimic,LU6Ycl5z4kp1Wr04,talent,foundry,mimic,5cebc6cfe1eba33c449de80e,TRUE,
Night Vision,nightvision,x0WMGwuQzReXcQrs,talent,foundry,nightvision,5ce9e13a0573c70904e2943e,TRUE,
Nimble Fingered,nimblefingered,7bZjB82f6LSkeczP,talent,foundry,nimblefingered,5ce9e1600573c70904e2943f,TRUE,
Noble Blood,nobleblood,1IVGksL10N7GVrw3,talent,foundry,nobleblood,5cebc846e1eba33c449de80f,TRUE,
Nose for Trouble,nosefortrouble,AcnFuDKRemLI9ey7,talent,foundry,nosefortrouble,5ce96ca4fa0e2a2ae876c4ee,TRUE,
Numismatics,numismatics,5QcrpLQWWrsbKR79,talent,foundry,numismatics,5ce1bc2184577f3a58e9b5d7,TRUE,
Old Salt,oldsalt,L74MT9BDwE4CfutY,talent,foundry,oldsalt,5d066f1748a38f3b4c12ef56,TRUE,
Orientation,orientation,afREA9q7v4Scuozn,talent,foundry,orientation,5ce9bc77c831083940ff5851,TRUE,
Panhandle,panhandle,eEHauevJWhmzvCSx,talent,foundry,panhandle,5d0f2b6ba6b5ad5d006b21e4,TRUE,
Perfect Pitch,perfectpitch,pQjZdMJDDaz0DpAD,talent,foundry,perfectpitch,5cebc9a1e1eba33c449de810,TRUE,
Petty Magic,pettymagic,mdPGZsn2396dEpOf,talent,foundry,pettymagic,5d128ce0885e20745c066d58,TRUE,
Pharmacist,pharmacist,G4rPR0XGiYFUZWKi,talent,foundry,pharmacist,5cadd302828dc9389cc7b172,TRUE,
Pilot,pilot,WEH97InIX29nzgW1,talent,foundry,pilot,5ce9ba43c831083940ff584d,TRUE,
Public Speaker,publicspeaker,XU7D9CCmumuhqDUi,talent,foundry,publicspeaker,5d06713c48a38f3b4c12ef58,TRUE,
Pure Soul,puresoul,wNvPXAhlKABl6hpk,talent,foundry,puresoul,5ce97e031140dc340416969e,TRUE,
Rapid Reload,rapidreload,769B469sqx6FXPfn,talent,foundry,rapidreload,5cf982c7c611a9288474f5cb,TRUE,
Reaction Strike,reactionstrike,4AqSkJnFPqNuTkos,talent,foundry,reactionstrike,5ce82293b51ee94b1c1dd826,TRUE,
Read/Write,readwrite,GogGbYxkVdCmiKqf,talent,foundry,readwrite,5cadcb0d828dc9389cc7b168,TRUE,
Relentless,relentless,SgjJMBgc85aswvhm,talent,foundry,relentless,5ce96d5dfa0e2a2ae876c4ef,TRUE,
Resistance,resistance,vMYEkrWj0ip6ZOdv,talent,foundry,resistance,5caddcc6a48cc24ecc4eca95,TRUE,
Resolute,resolute,uRvOg8AnCcP2ufx8,talent,foundry,resolute,5ce90a933f5a0e36c0a4bab9,TRUE,
Reversal,reversal,QolNfSUkezLoAcky,talent,foundry,reversal,5ce6f0509eaf2a1e6c0a5cbe,TRUE,
Riposte,riposte,x8jsChg17VQ9XgiK,talent,foundry,riposte,5ce818070cbaa7441c5b9950,TRUE,
River Guide,riverguide,PoYlemaEIbZw30Em,talent,foundry,riverguide,5d17ed936dcd9568649b11de,TRUE,
Robust,robust,nWLsoWQBCjPRKxYx,talent,foundry,robust,5ce8676ce0055a4d2822cb31,TRUE,
Roughrider,roughrider,9CAkY3SQjQxRTlNJ,talent,foundry,roughrider,5cea5a860bf34d4a646aa977,TRUE,
Rover,rover,q58lK4kULJZB5GjE,talent,foundry,rover,5ce8567406ad2230542604e5,TRUE,
Savant,savant,580fwhKfOZJFxMID,talent,foundry,savant,5caddffba48cc24ecc4eca9e,TRUE,
Savvy,savvy,QsrXxGZiHjth7RMg,talent,foundry,savvy,5caddd36a48cc24ecc4eca97,TRUE,
Scale Sheer Surface,scalesheersurface,MGEPI4jNhymNIRVz,talent,foundry,scalesheersurface,5ce9e2640573c70904e29441,TRUE,
Schemer,schemer,b4x1qEWcevX7xK58,talent,foundry,schemer,5ce1be3d84577f3a58e9b5db,TRUE,
Sea Legs,sealegs,Ij9N3G8jzxb4lrwy,talent,foundry,sealegs,5f90b19d35c2e89b5b1b12a2,TRUE,
Seasoned Traveller,seasonedtraveller,jQmIu8P85tF0njmD,talent,foundry,seasonedtraveller,5ce913021791174db82de458,TRUE,
Second Sight,secondsight,OEjUvJKi0xmBwbS2,talent,foundry,secondsight,5cea9b3bba626c52981c279f,TRUE,
Secret Identity,secretidentity,PJ4oxDExnuFNr2Fi,talent,foundry,secretidentity,5cec35740921e637eca76a07,TRUE,
Shadow,shadow,XSb3QVB9ipPBFt56,talent,foundry,shadow,5ce9572044513151e8862aeb,TRUE,
Sharp,sharp,oQzTJEXUx28sCiH3,talent,foundry,sharp,5ce1bc6584577f3a58e9b5d8,TRUE,
Sharpshooter,sharpshooter,jrYW2OyDHd1Md2my,talent,foundry,sharpshooter,5ce8663ee0055a4d2822cb2f,TRUE,
Shieldsman,shieldsman,IT3s7rmQFGNzIfYq,talent,foundry,shieldsman,5d069e3abbde575820bf30a1,TRUE,
Sixth Sense,sixthsense,mNoCuaVbFBflfO6X,talent,foundry,sixthsense,5cea9cfbba626c52981c27a1,TRUE,
Slayer,slayer,GOtpCOZ2br14GrBW,talent,foundry,slayer,5d18f602eeb0ed74f060f693,TRUE,
Small,small,eBwHnWdwQJ590ASb,talent,foundry,small,5ce86822e0055a4d2822cb33,TRUE,
Sniper,sniper,cygaI9gq4BQJvbB5,talent,foundry,sniper,5ce867eee0055a4d2822cb32,TRUE,
Speedreader,speedreader,kQbVFzsh4LbaIzHU,talent,foundry,speedreader,5cfab9cd6cae6e5698164c4a,TRUE,
Sprinter,sprinter,AwUUEwwf2Vt4ksCN,talent,foundry,sprinter,5d0fb0057cdabd5a64f9b77a,TRUE,
Step Aside,stepaside,HpGjzrSR4tdogJtl,talent,foundry,stepaside,5ce6ed129eaf2a1e6c0a5cbb,TRUE,
Stone Soup,stonesoup,spdiWsONKTzkLbg3,talent,foundry,stonesoup,5d1523e7756229452808496a,TRUE,
Stout-hearted,stouthearted,IogM5gnsoOX63w7j,talent,foundry,stouthearted,5d0fca28ff5ffa6a34fd158c,TRUE,
Strider,strider,1dUizIgLBgn4jICC,talent,foundry,strider,5ce856d206ad2230542604e6,TRUE,
Strike Mighty Blow,strikemightyblow,4MJJCiOKPkBByYwW,talent,foundry,strikemightyblow,5d066fa848a38f3b4c12ef57,TRUE,
Strike to Injure,striketoinjure,RWJrupj9seau0w31,talent,foundry,striketoinjure,5ce82305b51ee94b1c1dd827,TRUE,
Strike to Stun,striketostun,jt0DmVK9IiF6Sd2h,talent,foundry,striketostun,5ce9d01d179ba450886fba85,TRUE,
Strong Back,strongback,FF41XPboORgyDNsv,talent,foundry,strongback,5ce9b06fc831083940ff5845,TRUE,
Strong Legs,stronglegs,CV9btQn09S9Fn8Jk,talent,foundry,stronglegs,5ce9e2c40573c70904e29442,TRUE,
Strong Swimmer,strongswimmer,4wnQc19allWlyOGe,talent,foundry,strongswimmer,5ce9afe0c831083940ff5844,TRUE,
Strong-minded,strongminded,Ywo6fZNPC4zbHHSQ,talent,foundry,strongminded,5ce96dbafa0e2a2ae876c4f0,TRUE,
Sturdy,sturdy,qZ4cFy6z482ZONuA,talent,foundry,sturdy,5cea9e7eba626c52981c27a3,TRUE,
Suave,suave,LPgjE0cexTVOBVCY,talent,foundry,suave,5ce1bf5984577f3a58e9b5dd,TRUE,
Super Numerate,supernumerate,sBHarYXR2o7jD1VY,talent,foundry,supernumerate,5cebca36e1eba33c449de811,TRUE,
Supportive,supportive,aZavWXbSXVBmWeJi,talent,foundry,supportive,5d152558756229452808496b,TRUE,
